time	temperature	resistance
0	35.6875	6288.867
1	35.75	6282.3936
2	35.875	6179.4872
3	36.0	6211.505
4	36.0625	6185.879
5	36.125	6134.872
6	36.25	6173.096
7	36.375	6096.8268
8	36.4375	6147.5932
9	36.5625	6021.27
10	36.625	6046.376
11	36.75	6027.538
12	36.8125	6002.493
13	36.9375	6002.493
14	37.0	5983.37
15	37.0625	5964.677
16	37.1875	5946.0312
17	37.25	5958.457
18	37.375	5915.049
19	37.4375	5908.8696
20	37.5625	5847.3184
21	37.625	5816.7228
22	37.75	5890.3536
23	37.8125	5822.834
24	37.9375	5792.3276
26	38.0	5743.7668
27	38.125	5761.9424
28	38.1875	5743.7668
29	38.25	5774.083
30	38.375	5695.504
31	38.4375	5629.6216
32	38.5625	5701.5196
33	38.625	5635.5892
34	38.6875	5623.66
35	38.875	5635.5892
36	38.9375	5558.381
37	39.0	5546.5676
38	39.125	5558.381
39	39.1875	5528.8856
40	39.25	5446.8964
41	39.3125	5441.0712
42	39.4375	5528.8856
44	39.5	5400.433
45	39.5625	5388.863
46	39.625	5446.8964
47	39.6875	5417.8228
48	39.8125	5406.2256
49	39.8125	5308.338
50	39.9375	5388.863
51	40.0625	5308.338
52	40.125	5394.6424
53	40.1875	5262.7048
54	40.25	5279.7868
55	40.3125	5308.338
56	40.375	5217.34
57	40.4375	5262.7048
58	40.5	5279.7868
59	40.5625	5206.0424
61	40.625	5206.0424
62	40.625	5133.01
63	40.75	5172.2476
64	40.8125	5144.1976
65	40.8125	5099.533
66	40.875	5133.01
67	40.9375	5155.4052
68	41.0625	5138.5984
69	41.125	5110.6776
70	41.125	5049.605
71	41.1875	5066.2076
72	41.25	5082.8556
73	41.3125	5066.2076
74	41.375	5044.0748
75	41.375	5038.551
77	41.4375	5055.136
78	41.5	4994.5084
79	41.5625	4994.5084
80	41.5625	4994.5084
81	41.625	4967.1144
82	41.6875	4972.584
83	41.75	4934.3716
84	41.75	4896.3508
85	41.8125	4978.0596
86	41.875	4934.3716
87	41.9375	4912.618
88	41.9375	4885.5244
89	42.0	4890.9364
90	42.0	4826.254
91	42.0625	4799.4672
93	42.125	4794.124
94	42.125	4794.124
95	42.1875	4794.124
96	42.25	4794.124
97	42.25	4794.124
98	42.3125	4799.4672
99	42.3125	4794.124
100	42.4375	4746.1856
101	42.4375	4751.4976
102	42.5	4815.528
103	42.5	4810.1716
104	42.5	4688.0196
105	42.5625	4767.452
106	42.5625	4719.69
107	42.625	4762.131
109	42.625	4719.69
110	42.6875	4693.289
111	42.75	4709.115
112	42.75	4724.982
113	42.75	4666.9824
114	42.8125	4666.9824
115	42.8125	4688.0196
116	42.875	4609.4356
117	42.875	4656.4816
118	42.9375	4635.537
119	42.9375	4666.9824
120	43.0	4661.729
121	43.0	4625.085
122	43.0625	4614.6476
123	43.0625	4614.6476
125	43.0625	4619.865
126	43.125	4635.537
127	43.125	4578.2384
128	43.125	4604.2248
129	43.1875	4625.085
130	43.1875	4578.2384
131	43.25	4567.867
132	43.25	4552.3376
133	43.3125	4547.17
134	43.3125	4526.212
135	43.3125	4536.523
136	43.3125	4526.212
137	43.375	4536.523
139	43.375	4474.8756
140	43.375	4521.061
141	43.4375	4521.061
142	43.4375	4536.523
143	43.4375	4449.3432
144	43.5	4485.1124
145	43.5	4485.1124
146	43.5	4459.547
147	43.5625	4500.4984
148	43.5625	4449.3432
149	43.5625	4479.995
150	43.5625	4479.995
151	43.625	4413.75
152	43.625	4459.547
154	43.625	4464.6532
155	43.625	4439.158
156	43.625	4485.1124
157	43.6875	4444.25
158	43.6875	4373.2876
159	43.6875	4403.613
160	43.6875	4449.3432
161	43.75	4403.613
162	43.75	4398.551
163	43.75	4398.551
164	43.75	4388.4364
165	43.8125	4398.551
166	43.8125	4373.2876
168	43.8125	4403.613
169	43.8125	4368.2436
170	43.8125	4378.3324
171	43.875	4373.2876
172	43.875	4313.0148
173	43.875	4358.17
174	43.875	4368.2436
175	43.875	4318.019
176	43.9375	4338.067
177	43.9375	4353.1396
178	43.9375	4318.019
179	43.9375	4363.206
180	43.9375	4368.2436
182	43.9375	4378.3324
183	43.9375	4353.1396
184	44.0	4338.067
185	44.0	4298.0232
186	44.0	4353.1396
187	44.0	4298.0232
188	44.0	4313.0148
189	44.0	4323.0252
190	44.0	4338.067
191	44.0625	4293.038
192	44.0	4313.0148
193	44.0625	4288.0504
194	44.0625	4318.019
196	44.0625	4303.019
197	44.0625	4323.0252
198	44.0625	4258.2076
199	44.0625	4283.068
200	44.0625	4298.0232
201	44.125	4218.612
202	44.125	4258.2076
203	44.125	4253.248
204	44.125	4293.038
205	44.125	4268.14
206	44.125	4298.0232
207	44.125	4283.068
208	44.125	4303.019
210	44.125	4298.0232
211	44.125	4233.435
212	44.125	4268.14
213	44.125	4218.612
214	44.125	4258.2076
215	44.1875	4258.2076
216	44.1875	4278.0876
217	44.1875	4273.113
218	44.1875	4258.2076
219	44.1875	4248.286
220	44.1875	4248.286
221	44.1875	4253.248
222	44.1875	4293.038
223	44.1875	4253.248
225	44.1875	4253.248
226	44.1875	4253.248
227	44.25	4218.612
228	44.25	4179.233
229	44.25	4243.334
230	44.25	4233.435
231	44.25	4228.4884
232	44.25	4198.8964
233	44.25	4233.435
234	44.25	4228.4884
235	44.25	4213.678
236	44.25	4238.384
237	44.25	4238.384
238	44.25	4258.2076
239	44.25	4248.286
240	44.25	4198.8964
242	44.25	4208.7468
243	44.25	4218.612
244	44.25	4258.2076
245	44.25	4218.612
246	44.25	4189.057
247	44.25	4233.435
248	44.25	4208.7468
249	44.25	4218.612
250	44.25	4213.678
251	44.3125	4154.7332
252	44.25	4198.8964
253	44.25	4174.3256
254	44.25	4203.8204
255	44.25	4154.7332
256	44.25	4193.9736
257	44.25	4149.8432
258	44.3125	4135.1944
260	44.25	4208.7468
261	44.25	4198.8964
262	44.25	4179.233
263	44.25	4203.8204
264	44.25	4203.8204
265	44.25	4203.8204
266	44.3125	4218.612
267	44.3125	4174.3256
268	44.25	4174.3256
269	44.25	4213.678
270	44.25	4193.9736
271	44.25	4140.075
272	44.3125	4169.424
273	44.25	4179.233
274	44.25	4203.8204
275	44.25	4198.8964
277	44.25	4174.3256
278	44.25	4223.5476
279	44.25	4140.075
280	44.25	4193.9736
281	44.25	4203.8204
282	44.25	4198.8964
283	44.25	4223.5476
284	44.25	4198.8964
285	44.25	4198.8964
286	44.25	4125.4452
287	44.25	4179.233
288	44.25	4203.8204
